Sl. No.,Official_Gene_Symbol,Entrez_Gene_ID,Expression_Change,Gene_Name
1076,PPIL3,615703,Upregulated,peptidylprolyl isomerase like 3(PPIL3)
1077,TRMT61A,510283,Upregulated,tRNA methyltransferase 61A(TRMT61A)
1078,NECTIN3,534360,Upregulated,nectin cell adhesion molecule 3(NECTIN3)
1079,LOC132343551,132343551,Upregulated,uncharacterized LOC132343551(LOC132343551)
1080,METAP1,516540,Upregulated,methionyl aminopeptidase 1(METAP1)
1081,TRMT61B,535837,Upregulated,tRNA methyltransferase 61B(TRMT61B)
1082,CUL4B,539668,Upregulated,cullin 4B(CUL4B)
1083,LOC100847236,100847236,Upregulated,uncharacterized LOC100847236(LOC100847236)
1084,GLTP,327678,Upregulated,glycolipid transfer protein(GLTP)
1085,DYNC2I1,767895,Upregulated,dynein 2 intermediate chain 1(DYNC2I1)
1086,SLC46A1,511097,Upregulated,solute carrier family 46 member 1(SLC46A1)
1087,IL1RN,281860,Upregulated,interleukin 1 receptor antagonist(IL1RN)
1088,PANK3,510749,Upregulated,pantothenate kinase 3(PANK3)
1089,C29H11orf24,509055,Upregulated,chromosome 29 C11orf24 homolog(C29H11orf24)
1090,TRAF3IP1,504984,Upregulated,TRAF3 interacting protein 1(TRAF3IP1)
1091,FAM89A,616421,Upregulated,family with sequence similarity 89 member A(FAM89A)
1092,GFI1,100139952,Upregulated,growth factor independent 1 transcriptional repressor(GFI1)
1093,HSF2BP,617142,Upregulated,heat shock transcription factor 2 binding protein(HSF2BP)
1094,CSN2,281099,Upregulated,casein beta(CSN2)
1095,AQP3,780866,Upregulated,aquaporin 3(AQP3)
1096,LOC112443799,112443799,Upregulated,uncharacterized LOC112443799(LOC112443799)
1097,FLAD1,506682,Upregulated,flavin adenine dinucleotide synthetase 1(FLAD1)
1098,FTH1,281173,Upregulated,ferritin heavy chain 1(FTH1)
1099,NIPAL3,616724,Upregulated,NIPA like domain containing 3(NIPAL3)
1100,GOLGA1,511191,Upregulated,golgin A1(GOLGA1)
1101,KIFAP3,518402,Upregulated,kinesin associated protein 3(KIFAP3)
1102,B2M,280729,Upregulated,beta-2-microglobulin(B2M)
1103,PDK2,524075,Upregulated,pyruvate dehydrogenase kinase 2(PDK2)
1104,PDK1,528655,Upregulated,pyruvate dehydrogenase kinase 1(PDK1)
1105,LOC101902705,101902705,Upregulated,uncharacterized LOC101902705(LOC101902705)
1106,COG7,504790,Upregulated,component of oligomeric golgi complex 7(COG7)
1107,LOC100297263,100297263,Upregulated,T cell receptor beta variable 9(LOC100297263)
1108,COG5,100125306,Upregulated,component of oligomeric golgi complex 5(COG5)
1109,SLC11A1,282470,Upregulated,solute carrier family 11 member 1(SLC11A1)
1110,ACSL6,506059,Upregulated,acyl-CoA synthetase long chain family member 6(ACSL6)
1111,EBF1,537712,Upregulated,EBF transcription factor 1(EBF1)
1112,LOC101908237,101908237,Upregulated,uncharacterized LOC101908237(LOC101908237)
1113,P3H1,539976,Upregulated,prolyl 3-hydroxylase 1(P3H1)
1114,ACOD1,107131195,Upregulated,aconitate decarboxylase 1(ACOD1)
1115,PLPP6,541021,Upregulated,phospholipid phosphatase 6(PLPP6)
1116,IL23A,511022,Upregulated,interleukin 23 subunit alpha(IL23A)
1117,PAPPA,282647,Upregulated,pappalysin 1(PAPPA)
1118,GRWD1,540739,Upregulated,glutamate rich WD repeat containing 1(GRWD1)
1119,LOC101902937,101902937,Upregulated,"cytochrome c oxidase subunit 7C, mitochondrial(LOC101902937)"
1120,NSMF,615854,Upregulated,NMDA receptor synaptonuclear signaling and neuronal migration factor(NSMF)
1121,ZNF831,100140850,Upregulated,zinc finger protein 831(ZNF831)
1122,CAGE1,527833,Upregulated,cancer antigen 1(CAGE1)
1123,TLN2,528252,Upregulated,talin 2(TLN2)
1124,ATP6V0D1,282148,Upregulated,ATPase H+ transporting V0 subunit d1(ATP6V0D1)
1125,PLPP1,617172,Upregulated,phospholipid phosphatase 1(PLPP1)
1126,RTEL1,505721,Upregulated,regulator of telomere elongation helicase 1(RTEL1)
1127,TMEM161A,618720,Upregulated,transmembrane protein 161A(TMEM161A)
1128,SLC22A5,541266,Upregulated,solute carrier family 22 member 5(SLC22A5)
1129,RWDD2A,539733,Upregulated,RWD domain containing 2A(RWDD2A)
1130,SLC35D1,613734,Upregulated,solute carrier family 35 member D1(SLC35D1)
1131,MTARC1,537028,Upregulated,mitochondrial amidoxime reducing component 1(MTARC1)
1132,PDE1B,281970,Upregulated,phosphodiesterase 1B(PDE1B)
1133,SH2D2A,530059,Upregulated,SH2 domain containing 2A(SH2D2A)
1134,EIF5A2,506307,Upregulated,eukaryotic translation initiation factor 5A2(EIF5A2)
1135,EBI3,514933,Upregulated,Epstein-Barr virus induced 3(EBI3)
1136,DCUN1D4,538195,Upregulated,defective in cullin neddylation 1 domain containing 4(DCUN1D4)
1137,TWIST1,782170,Upregulated,twist family bHLH transcription factor 1(TWIST1)
1138,TEX261,514869,Upregulated,testis expressed 261(TEX261)
1139,TRMT2A,281834,Upregulated,tRNA methyltransferase 2 homolog A(TRMT2A)
1140,LOC100848100,100848100,Upregulated,WAP four-disulfide core domain protein 18-like(LOC100848100)
1141,SMIM8,533179,Upregulated,small integral membrane protein 8(SMIM8)
1142,NLN,538650,Upregulated,neurolysin(NLN)
1143,CYP27B1,539630,Upregulated,cytochrome P450 family 27 subfamily B member 1(CYP27B1)
1144,CD79A,281674,Upregulated,CD79a molecule(CD79A)
1145,STRIP2,529423,Upregulated,striatin interacting protein 2(STRIP2)
1146,PRRC1,510272,Upregulated,proline rich coiled-coil 1(PRRC1)
1147,ZNHIT1,514997,Upregulated,zinc finger HIT-type containing 1(ZNHIT1)
1148,AP5M1,539663,Upregulated,adaptor related protein complex 5 subunit mu 1(AP5M1)
1149,DPH1,534099,Upregulated,diphthamide biosynthesis 1(DPH1)
1150,LOC101902926,101902926,Upregulated,zinc finger protein 665(LOC101902926)
1151,CSTF1,507051,Upregulated,cleavage stimulation factor subunit 1(CSTF1)
1152,LOC112445719,112445719,Upregulated,immunoglobulin lambda variable 1-40-like(LOC112445719)
1153,SCAP,507878,Upregulated,SREBF chaperone(SCAP)
1154,DPH6,767944,Upregulated,diphthamine biosynthesis 6(DPH6)
1155,SPTBN1,526027,Upregulated,"spectrin beta, non-erythrocytic 1(SPTBN1)"
1156,SPTBN2,132344210,Upregulated,"spectrin beta, non-erythrocytic 2(SPTBN2)"
1157,LOC132345534,132345534,Upregulated,uncharacterized LOC132345534(LOC132345534)
1158,ZRANB3,529922,Upregulated,zinc finger RANBP2-type containing 3(ZRANB3)
1159,LOC100847268,100847268,Upregulated,C-type lectin domain family 2 member A(LOC100847268)
1160,CARMIL1,537314,Upregulated,capping protein regulator and myosin 1 linker 1(CARMIL1)
1161,TMEM184B,514220,Upregulated,transmembrane protein 184B(TMEM184B)
1162,BCL11B,783269,Upregulated,BCL11 transcription factor B(BCL11B)
1163,SS18L1,768207,Upregulated,SS18L1 subunit of BAF chromatin remodeling complex(SS18L1)
1164,SLC33A1,517797,Upregulated,solute carrier family 33 member 1(SLC33A1)
1165,PYCR1,539606,Upregulated,pyrroline-5-carboxylate reductase 1(PYCR1)
1166,PARP16,506384,Upregulated,poly(ADP-ribose) polymerase family member 16(PARP16)
1167,PARVB,616294,Upregulated,parvin beta(PARVB)
1168,TRERF1,504797,Upregulated,transcriptional regulating factor 1(TRERF1)
1169,LOC100849681,100849681,Upregulated,uncharacterized LOC100849681(LOC100849681)
1170,VNN1,526704,Upregulated,vanin 1(VNN1)
1171,ADCK1,533372,Upregulated,aarF domain containing kinase 1(ADCK1)
1172,ADCK5,522614,Upregulated,aarF domain containing kinase 5(ADCK5)
1173,LOC101902918,101902918,Upregulated,zinc finger CCCH domain-containing protein 15-like(LOC101902918)
1174,CC2D1A,513078,Upregulated,coiled-coil and C2 domain containing 1A(CC2D1A)
1175,LOC104974508,104974508,Upregulated,uncharacterized LOC104974508(LOC104974508)
1176,C2CD2L,511966,Upregulated,C2CD2 like(C2CD2L)
1177,CD320,505043,Upregulated,CD320 molecule(CD320)
1178,ITM2C,539959,Upregulated,integral membrane protein 2C(ITM2C)
1179,CC2D1B,511350,Upregulated,coiled-coil and C2 domain containing 1B(CC2D1B)
1180,INVS,529698,Upregulated,inversin(INVS)
1181,FEN1,616242,Upregulated,flap structure-specific endonuclease 1(FEN1)
1182,FASTKD1,515744,Upregulated,FAST kinase domains 1(FASTKD1)
1183,SLC35F2,533008,Upregulated,solute carrier family 35 member F2(SLC35F2)
1184,CITED2,521378,Upregulated,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2(CITED2)
1185,CITED4,504742,Upregulated,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4(CITED4)
1186,NKAP,540361,Upregulated,NFKB activating protein(NKAP)
1187,BICDL1,536747,Upregulated,BICD family like cargo adaptor 1(BICDL1)
1188,SGF29,510859,Upregulated,SAGA complex associated factor 29(SGF29)
1189,SIPA1L2,535132,Upregulated,signal induced proliferation associated 1 like 2(SIPA1L2)
1190,LIMD1,617525,Upregulated,LIM domain containing 1(LIMD1)
1191,TRAM2,617287,Upregulated,translocation associated membrane protein 2(TRAM2)
1192,CX3CL1,517354,Upregulated,C-X3-C motif chemokine ligand 1(CX3CL1)
1193,SIPA1L1,787248,Upregulated,signal induced proliferation associated 1 like 1(SIPA1L1)
1194,SLC22A18,504885,Upregulated,solute carrier family 22 member 18(SLC22A18)
1195,XPO5,100139154,Upregulated,exportin 5(XPO5)
1196,LOC112444203,112444203,Upregulated,WAS/WASL-interacting protein family member 1-like(LOC112444203)
1197,FFAR2,522431,Upregulated,free fatty acid receptor 2(FFAR2)
1198,LOC132345124,132345124,Upregulated,T cell receptor gamma variable 8-like(LOC132345124)
1199,CLIC1,515646,Upregulated,chloride intracellular channel 1(CLIC1)
1200,UBXN6,507936,Upregulated,UBX domain protein 6(UBXN6)
1201,CC2D2B,785845,Upregulated,coiled-coil and C2 domain containing 2B(CC2D2B)
1202,TOP3B,537418,Upregulated,DNA topoisomerase III beta(TOP3B)
1203,PSD,523124,Upregulated,pleckstrin and Sec7 domain containing(PSD)
1204,PRMT7,514202,Upregulated,protein arginine methyltransferase 7(PRMT7)
1205,ZER1,540351,Upregulated,zyg-11 related cell cycle regulator(ZER1)
1206,STRBP,516282,Upregulated,spermatid perinuclear RNA binding protein(STRBP)
1207,TUBB,615087,Upregulated,tubulin beta class I(TUBB)
1208,TOP3A,527411,Upregulated,DNA topoisomerase III alpha(TOP3A)
1209,LOC101906012,101906012,Upregulated,"eukaryotic translation initiation factor 1A, X-chromosomal(LOC101906012)"
1210,ZDHHC13,514176,Upregulated,zinc finger DHHC-type palmitoyltransferase 13(ZDHHC13)
1211,GPBAR1,317756,Upregulated,G protein-coupled bile acid receptor 1(GPBAR1)
1212,TUBG2,540216,Upregulated,tubulin gamma 2(TUBG2)
1213,C3H1orf216,618155,Upregulated,chromosome 3 C1orf216 homolog(C3H1orf216)
1214,RN18S1,493779,Upregulated,18S ribosomal RNA(RN18S1)
1215,ZDHHC15,615421,Upregulated,zinc finger DHHC-type palmitoyltransferase 15(ZDHHC15)
1216,B3GNT8,534859,Upregulated,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8(B3GNT8)"
1217,RPUSD1,525521,Upregulated,RNA pseudouridine synthase domain containing 1(RPUSD1)
1218,FAM20C,534672,Upregulated,FAM20C golgi associated secretory pathway kinase(FAM20C)
1219,CD302,100126272,Upregulated,CD302 molecule(CD302)
1220,KPTN,533926,Upregulated,"kaptin, actin binding protein(KPTN)"
1221,AMER1,539029,Upregulated,APC membrane recruitment protein 1(AMER1)
1222,C1QA,534961,Upregulated,complement C1q A chain(C1QA)
1223,PRIM2,514682,Upregulated,DNA primase subunit 2(PRIM2)
1224,MACIR,538782,Upregulated,macrophage immunometabolism regulator(MACIR)
1225,CXCR4,281736,Upregulated,C-X-C motif chemokine receptor 4(CXCR4)
1226,VWCE,787487,Upregulated,von Willebrand factor C and EGF domains(VWCE)
1227,TYMS,507631,Upregulated,thymidylate synthetase(TYMS)
1228,TRAK2,523970,Upregulated,trafficking kinesin protein 2(TRAK2)
1229,PSMC3IP,508530,Upregulated,PSMC3 interacting protein(PSMC3IP)
1230,PDPR,286844,Upregulated,pyruvate dehydrogenase phosphatase regulatory subunit(PDPR)
1231,MTHFD1L,534296,Upregulated,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like(MTHFD1L)
1232,EMC1,508439,Upregulated,ER membrane protein complex subunit 1(EMC1)
1233,CTNNA2,527492,Upregulated,catenin alpha 2(CTNNA2)
1234,AAMDC,533224,Upregulated,adipogenesis associated Mth938 domain containing(AAMDC)
1235,EMC9,509858,Upregulated,ER membrane protein complex subunit 9(EMC9)
1236,LMLN,100337404,Upregulated,leishmanolysin like peptidase(LMLN)
1237,TM4SF19,101906348,Upregulated,transmembrane 4 L six family member 19(TM4SF19)
1238,PTGES2,493639,Upregulated,prostaglandin E synthase 2(PTGES2)
1239,GINS3,538943,Upregulated,GINS complex subunit 3(GINS3)
1240,GLYCAM1,282430,Upregulated,glycosylation dependent cell adhesion molecule 1(GLYCAM1)
1241,KRT10,281888,Upregulated,keratin 10(KRT10)
1242,ATAT1,786491,Upregulated,alpha tubulin acetyltransferase 1(ATAT1)
1243,TJP1,407102,Upregulated,tight junction protein 1(TJP1)
1244,MPHOSPH9,530962,Upregulated,M-phase phosphoprotein 9(MPHOSPH9)
1245,KRT19,514812,Upregulated,keratin 19(KRT19)
1246,LOC785568,785568,Upregulated,mortality factor 4-like protein 1(LOC785568)
1247,LOC112445982,112445982,Upregulated,craniofacial development protein 2(LOC112445982)
1248,F2RL1,526525,Upregulated,F2R like trypsin receptor 1(F2RL1)
1249,APBA3,511925,Upregulated,amyloid beta precursor protein binding family A member 3(APBA3)
1250,KBTBD8,530516,Upregulated,kelch repeat and BTB domain containing 8(KBTBD8)
1251,LOC112445749,112445749,Upregulated,ATP-binding cassette sub-family C member 4(LOC112445749)
1252,C1QC,509968,Upregulated,complement C1q C chain(C1QC)
1253,RIPOR3,516658,Upregulated,RIPOR family member 3(RIPOR3)
1254,FCMR,511564,Upregulated,Fc mu receptor(FCMR)
1255,FAIM2,509790,Upregulated,Fas apoptotic inhibitory molecule 2(FAIM2)
1256,ARHGAP39,532363,Upregulated,Rho GTPase activating protein 39(ARHGAP39)
1257,GALNT10,787200,Upregulated,polypeptide N-acetylgalactosaminyltransferase 10(GALNT10)
1258,LOC101904042,101904042,Upregulated,uncharacterized LOC101904042(LOC101904042)
1259,CNDP2,512626,Upregulated,carnosine dipeptidase 2(CNDP2)
1260,SYDE1,789472,Upregulated,synapse defective Rho GTPase homolog 1(SYDE1)
1261,TMEM145,513015,Upregulated,transmembrane protein 145(TMEM145)
1262,PAIP2B,789468,Upregulated,poly(A) binding protein interacting protein 2B(PAIP2B)
1263,EME1,100125299,Upregulated,essential meiotic structure-specific endonuclease 1(EME1)
1264,SIT1,512027,Upregulated,signaling threshold regulating transmembrane adaptor 1(SIT1)
1265,POGZ,535254,Upregulated,pogo transposable element derived with ZNF domain(POGZ)
1266,COTL1,617165,Upregulated,coactosin like F-actin binding protein 1(COTL1)
1267,SACS,539378,Upregulated,sacsin molecular chaperone(SACS)
1268,TRAPPC13,511108,Upregulated,trafficking protein particle complex subunit 13(TRAPPC13)
1269,NOM1,618228,Upregulated,nucleolar protein with MIF4G domain 1(NOM1)
1270,SZT2,533805,Upregulated,SZT2 subunit of KICSTOR complex(SZT2)
1271,MIGA2,535315,Upregulated,mitoguardin 2(MIGA2)
1272,WNT5B,508008,Upregulated,Wnt family member 5B(WNT5B)
1273,CFAP418,614744,Upregulated,cilia and flagella associated protein 418(CFAP418)
1274,STIMATE,538654,Upregulated,STIM activating enhancer(STIMATE)
1275,PUS7,615644,Upregulated,pseudouridine synthase 7(PUS7)
1276,KCTD6,613649,Upregulated,potassium channel tetramerization domain containing 6(KCTD6)
1277,LOC112447746,112447746,Upregulated,uncharacterized LOC112447746(LOC112447746)
1278,TMEM138,514277,Upregulated,transmembrane protein 138(TMEM138)
1279,LOC112448834,112448834,Upregulated,uncharacterized LOC112448834(LOC112448834)
1280,AMPH,614722,Upregulated,amphiphysin(AMPH)
1281,FIZ1,789631,Upregulated,FLT3 interacting zinc finger 1(FIZ1)
1282,HDGFL2,512959,Upregulated,HDGF like 2(HDGFL2)
1283,USP53,107131223,Upregulated,ubiquitin specific peptidase 53(USP53)
1284,C2H2orf69,535735,Upregulated,chromosome 2 C2orf69 homolog(C2H2orf69)
1285,C19H17orf75,506032,Upregulated,chromosome 19 C17orf75 homolog(C19H17orf75)
1286,HPCA,509772,Upregulated,hippocalcin(HPCA)
1287,LOC101906200,101906200,Upregulated,ninjurin-1-like(LOC101906200)
1288,ARHGAP19,526945,Upregulated,Rho GTPase activating protein 19(ARHGAP19)
1289,UBB,281370,Upregulated,ubiquitin B(UBB)
1290,UBD,512938,Upregulated,ubiquitin D(UBD)
1291,TMEM129,518991,Upregulated,"transmembrane protein 129, E3 ubiquitin ligase(TMEM129)"
1292,LOC132345142,132345142,Upregulated,T cell receptor beta variable 19-like(LOC132345142)
1293,STAP1,507296,Upregulated,signal transducing adaptor family member 1(STAP1)
1294,GAS2L1,518935,Upregulated,growth arrest specific 2 like 1(GAS2L1)
1295,LOC132345146,132345146,Upregulated,T cell receptor beta variable 6-2-like(LOC132345146)
1296,CPSF1,282703,Upregulated,cleavage and polyadenylation specific factor 1(CPSF1)
1297,IDH2,327669,Upregulated,isocitrate dehydrogenase (NADP(+)) 2(IDH2)
1298,DNAJC12,281259,Upregulated,DnaJ heat shock protein family (Hsp40) member C12(DNAJC12)
1299,LOC100848991,100848991,Upregulated,zinc finger protein 160(LOC100848991)
1300,ARHGAP27,789296,Upregulated,Rho GTPase activating protein 27(ARHGAP27)
1301,HSPA2,281827,Upregulated,heat shock protein family A (Hsp70) member 2(HSPA2)
1302,NFKBIA,282291,Upregulated,NFKB inhibitor alpha(NFKBIA)
1303,TSGA10,536433,Upregulated,testis specific 10(TSGA10)
1304,COQ2,504633,Upregulated,"coenzyme Q2, polyprenyltransferase(COQ2)"
1305,KIF18A,537566,Upregulated,kinesin family member 18A(KIF18A)
1306,TP53I3,508875,Upregulated,tumor protein p53 inducible protein 3(TP53I3)
1307,DLG5,535699,Upregulated,discs large MAGUK scaffold protein 5(DLG5)
1308,TBCE,505066,Upregulated,tubulin folding cofactor E(TBCE)
1309,DYNLRB2,768062,Upregulated,dynein light chain roadblock-type 2(DYNLRB2)
1310,NMUR1,100848851,Upregulated,neuromedin U receptor 1(NMUR1)
1311,C19H17orf58,100301295,Upregulated,chromosome 19 C17orf58 homolog(C19H17orf58)
1312,NFKBID,614198,Upregulated,NFKB inhibitor delta(NFKBID)
1313,BOLA-DMB,282491,Upregulated,"major histocompatibility complex, class II, DM beta(BOLA-DMB)"
1314,ZSCAN2,539320,Upregulated,zinc finger and SCAN domain containing 2(ZSCAN2)
1315,APOBEC3Z1,507162,Upregulated,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A(APOBEC3Z1)"
1316,MUS81,528432,Upregulated,MUS81 structure-specific endonuclease subunit(MUS81)
1317,GPSM1,100139799,Upregulated,G protein signaling modulator 1(GPSM1)
1318,DOCK5,505572,Upregulated,dedicator of cytokinesis 5(DOCK5)
1319,USP38,534262,Upregulated,ubiquitin specific peptidase 38(USP38)
1320,LOC101907513,101907513,Upregulated,uncharacterized LOC101907513(LOC101907513)
1321,CGAS,782472,Upregulated,cyclic GMP-AMP synthase(CGAS)
1322,LOC112446462,112446462,Upregulated,uncharacterized LOC112446462(LOC112446462)
1323,CTDSPL2,540232,Upregulated,CTD small phosphatase like 2(CTDSPL2)
1324,CXCL3,613667,Upregulated,chemokine (C-X-C motif) ligand 3(CXCL3)
1325,CXCL2,281214,Upregulated,chemokine (C-X-C motif) ligand 2(CXCL2)
1326,CXCL5,281735,Upregulated,chemokine (C-X-C motif) ligand 5(CXCL5)
1327,LOC112443195,112443195,Upregulated,uncharacterized LOC112443195(LOC112443195)
1328,DTWD2,613362,Upregulated,DTW domain containing 2(DTWD2)
1329,TMEM104,516807,Upregulated,transmembrane protein 104(TMEM104)
1330,CA5A,515359,Upregulated,carbonic anhydrase 5A(CA5A)
1331,SNAPC4,512086,Upregulated,small nuclear RNA activating complex polypeptide 4(SNAPC4)
1332,MFSD3,508702,Upregulated,major facilitator superfamily domain containing 3(MFSD3)
1333,MAN2C1,541086,Upregulated,mannosidase alpha class 2C member 1(MAN2C1)
1334,COLGALT1,513167,Upregulated,collagen beta(1-O)galactosyltransferase 1(COLGALT1)
1335,C23H6orf47,617546,Upregulated,chromosome 23 C6orf47 homolog(C23H6orf47)
1336,PSTK,511744,Upregulated,phosphoseryl-tRNA kinase(PSTK)
1337,KLF12,100140477,Upregulated,KLF transcription factor 12(KLF12)
1338,PPP2R5B,505915,Upregulated,protein phosphatase 2 regulatory subunit B'beta(PPP2R5B)
1339,AXIN1,504357,Upregulated,axin 1(AXIN1)
1340,URB1,530483,Upregulated,URB1 ribosome biogenesis homolog(URB1)
1341,POMGNT1,506551,Upregulated,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)(POMGNT1)"
1342,IQCG,613455,Upregulated,IQ motif containing G(IQCG)
1343,LOC515828,515828,Upregulated,uncharacterized LOC515828(LOC515828)
1344,FCHSD1,529296,Upregulated,FCH and double SH3 domains 1(FCHSD1)
1345,ZAP70,504509,Upregulated,zeta chain of T cell receptor associated protein kinase 70(ZAP70)
1346,RABEP2,511736,Upregulated,"rabaptin, RAB GTPase binding effector protein 2(RABEP2)"
1347,RASA3,282532,Upregulated,RAS p21 protein activator 3(RASA3)
1348,DDAH2,540386,Upregulated,dimethylarginine dimethylaminohydrolase 2(DDAH2)
1349,ZPBP2,514334,Upregulated,zona pellucida binding protein 2(ZPBP2)
1350,AKT1S1,514859,Upregulated,AKT1 substrate 1(AKT1S1)
1351,LALBA,281894,Upregulated,lactalbumin alpha(LALBA)
1352,DNASE1,282217,Upregulated,deoxyribonuclease 1(DNASE1)
1353,FAN1,508171,Upregulated,FANCD2 and FANCI associated nuclease 1(FAN1)
1354,MCPH1,100125236,Upregulated,microcephalin 1(MCPH1)
1355,RGS18,613624,Upregulated,regulator of G protein signaling 18(RGS18)
1356,USP13,100141289,Upregulated,ubiquitin specific peptidase 13(USP13)
1357,PDXK,514168,Upregulated,pyridoxal kinase(PDXK)
1358,ZNF197,515564,Upregulated,zinc finger protein 197(ZNF197)
1359,LOC100848703,100848703,Upregulated,uncharacterized LOC100848703(LOC100848703)
1360,STOML1,540438,Upregulated,stomatin like 1(STOML1)
1361,LOC786254,786254,Upregulated,uncharacterized LOC786254(LOC786254)
1362,LOC101905312,101905312,Upregulated,zinc finger protein 436-like(LOC101905312)
1363,BRAT1,532550,Upregulated,BRCA1 associated ATM activator 1(BRAT1)
1364,LEF1,535399,Upregulated,lymphoid enhancer binding factor 1(LEF1)
1365,LOC107132796,107132796,Upregulated,uncharacterized LOC107132796(LOC107132796)
1366,WIZ,535200,Upregulated,WIZ zinc finger(WIZ)
1367,BOLA-DQA5,282494,Upregulated,"major histocompatibility complex, class II, DQ alpha 5(BOLA-DQA5)"
1368,NCALD,281940,Upregulated,neurocalcin delta(NCALD)
1369,GNA15,532029,Upregulated,G protein subunit alpha 15(GNA15)
1370,HLX,519165,Upregulated,H2.0 like homeobox(HLX)
1371,LOC511683,511683,Upregulated,"asparagine--tRNA ligase, cytoplasmic-like(LOC511683)"
1372,PRRG2,511235,Upregulated,proline rich and Gla domain 2(PRRG2)
1373,POC1B,525136,Upregulated,POC1 centriolar protein B(POC1B)
1374,TOGARAM1,540222,Upregulated,TOG array regulator of axonemal microtubules 1(TOGARAM1)
1375,LRIG2,535493,Upregulated,leucine rich repeats and immunoglobulin like domains 2(LRIG2)
1376,S1PR4,539534,Upregulated,sphingosine-1-phosphate receptor 4(S1PR4)
1377,PTCD3,509502,Upregulated,pentatricopeptide repeat domain 3(PTCD3)
1378,POLQ,535323,Upregulated,DNA polymerase theta(POLQ)
1379,PTCD1,101910000,Upregulated,pentatricopeptide repeat domain 1(PTCD1)
1380,NOS2,282876,Upregulated,nitric oxide synthase 2(NOS2)
1381,USP21,534273,Upregulated,ubiquitin specific peptidase 21(USP21)
1382,QPCTL,530871,Upregulated,glutaminyl-peptide cyclotransferase like(QPCTL)
1383,ZNF182,530262,Upregulated,zinc finger protein 182(ZNF182)
1384,ZNF180,514023,Upregulated,zinc finger protein 180(ZNF180)
1385,CYHR1,282612,Upregulated,cysteine and histidine rich 1(CYHR1)
1386,SCGB1D,338419,Upregulated,"secretoglobin, family 1D, member 2(SCGB1D)"
1387,SGPP1,516881,Upregulated,sphingosine-1-phosphate phosphatase 1(SGPP1)
1388,NEURL4,528485,Upregulated,neuralized E3 ubiquitin protein ligase 4(NEURL4)
1389,SCD,280924,Upregulated,stearoyl-CoA desaturase(SCD)
1390,LOC112448856,112448856,Upregulated,uncharacterized LOC112448856(LOC112448856)
1391,CAPN10,789674,Upregulated,calpain 10(CAPN10)
1392,ATP13A2,510792,Upregulated,ATPase cation transporting 13A2(ATP13A2)
1393,PDE7B,522509,Upregulated,phosphodiesterase 7B(PDE7B)
1394,LOC104969122,104969122,Upregulated,uncharacterized LOC104969122(LOC104969122)
